"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Japan","JPN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","308044","347634","389701","419315","399167","412523","442172","513304","574487","526565","597395","658832","703271","854553","946292","844119","926711","943746","1007675","977359","1085656","1051868","1035020","1153787","1208031.45","1184219.45","1291957.99","1234254.23","1426062.96","1370564.06","1369751.04","1359269.6","1397088.99","1359475.85","1420526.04","1389676.5","1349461.75","1339909.51","1290515.1","1315323.77","1291735.09","1311828.7","1385099.11","1301793.56","1261003.29","1254142.96","1224189.46","1284425.42","1186721.91","1243358.13","1151101.34","907971.59","1073820.78","1027951.49","1021848.59","1105651.68","1068034.5","1023192.2","1034919.66","946642.84","998938.83","963679.6","",
"Kazakhstan","KAZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3379","2928","1161","1948","1682","1921","1106","1193","813","309","778","820","188.2","123","256","170","206","303","224","858","738","811","410","730.4","1878","2776","5653.26","6933.09","6804.56","5438.4","",
"Kenya","KEN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","380","410","360","380","430","399","370","360","317","293","240","220","170","180","160","150","160","160","180","160","160","160","195","201","207","213","224","210","561","972","1236","1178","1136","1145","1385","1302","579","199","153","300","512","1009","798","1012","1035","1047","1012","4240","4452","4895","12194","22295","21888","23901","24498","19058","15457","12910","15870","19150","20831","21825","",
"Kyrgyz Republic","KGZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","642","223","163","207","185","168","162","71","58","144","94","12","20","20","20","107","92","133","352","394.5","297","300","577.93","1068.4","1930.7","2100","2558.7","4300","5100","10300","",
"Cambodia","KHM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","11","25","53","106","240","464","934","1610","3000","2200","2500","4600","5538","6400","6700","8550","7900","8200","9511","9600","11800","14100","15000","14430","17500","18250","26300","37515","44000","41010","35260","40000","50000","60000","72000","74000","90000","120055","145000","172500","207500","254050","307408","400400","348350","",
"Kiribati","KIR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","15","1530","349","443","1228","5116","8209","3513","1684","3200","5265","9489","7383","5942","9409","11188","9282","4262","3913","3913","5012","8849","1117","1094.14","1798.16","4756","4293","8291","2261","6932","3512","2","152","2","2","2","2","",
"St. Kitts and Nevis","KNA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.2","1.5","1","1.5","2","2","2","2","",
"Korea, Rep.","KOR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","18637","17404","23901","80479","72557","73350","91626","96450","105769","80605","124058","151885","163955","265546","343865","352495","412663","493461","395177","484844","545133","704890","603311","645426","679342","790769","952388","875568","898649","858573","788565","787977","955477","1056503","1092988","1017254","897041","1040210","796632","777711","667883","668022","794340","839845","952856","1057725","1279163","1399075","1394818","1331719","1377233","1499335","1509226","1533446","1567442","1676485","1859220","2334719","2278850","2399720","2334232.18","2427676.98","",
"Kuwait","KWT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5","8","10","0","0","0","0","0","90","90","204","220","264","376","195","195","366","375","327","568","348","291.21","272","310","319","309","303","297","262","196.16","195","197.65","457.84","450","450","",
"Latin America & Caribbean (excluding high income)","LAC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","100","114","121","122","84","85","105","178","246","420","1018","1278","1686","3499","4147","6187","6939","9309","12683","16549","25834","34557","48908","65943","65249","69418","81991","117438","130936","134063","154756","194701","228557","210619","228974","272414","323153","382284","415609","455744","431794","480081","562469","632314","682490","756825","850142.24","872607.94","942748.49","1014933.08","1130219.03","1221996.46","1280616.84","1321147.87","1532314.73","1592021.09","1602095.26","1716175.58","1893747.96","2093105.35","2217675.96","2344572.06","",
"Lao PDR","LAO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","16","24","32","48","72","96","128","160","216","272","344","432","536","664","808","984","1184","1408","1680","1984","2328","2500","4000","5000","6000","7000","8000","10000","10500","10760","11000","11200","12880","16000","21143","21216","30362","42066","50000","59716","64900","64900","60000","60000","63250","64300","75000.5","82100","95600","101895","103900","90360","95965","106600","109800","118700","123000","130020","135008","",
"Lebanon","LBN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","20","40","25","40","70","120","200","300","300","375","200","100","100","80","80","130","180","200","300","350","300","400","300","400","300","790","795","795","813","813","818","975","1080","1180","1280","1280","1180","1127","1027","1027","1027","933","936","828","778","",
"Liberia","LBR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","9","7","8","6","3","2","3","0","0","0","0","0","0","0","0","20","20","22","14","30","30","37","45","50","60","60","70","80","90","100","130","165","180","200","220","240","250","255","275","",
"Libya","LBY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","30","50","70","70","80","10","10","40","40","40","40","40","40","40","40","160","288","388","388","240","110","110","110","10","10","10","10","10","10","10","10","10","10","10","",
"St. Lucia","LCA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","35","40","40","40","21","9","11","11","12","3","2","137","1","29","18","22","6","15","10.24","10.39","7.04","12.36","20.9","21.8","27.9","44.3","36.2","26.1","32.44","27.45","60","119.72","91.89","210.72","",
"Latin America & Caribbean","LCN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","180","194","211","222","194","205","335","324","434","636","1221","1520","1989","3944","4691","6866","7837","10360","14048","18420","28374","38015","55544","69731","76190","80630","95846","135739","168426","190273","229472","305214","351068","353701","423332","490039","658812","773619","794308","774784","872420","1131966","1201977","1262008","1410245.5","1523719.5","1715033.24","1707860.84","1840871.78","1917651.43","1868430.86","2223228.47","2390221.4","2402632.4","2801345.03","2678543.28","2687193.41","2972983.97","3215921.5","3541520.57","3767531.26","3848604.7","",
"Least developed countries: UN classification","LDC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","49317","50679","52084","53558","55078","58352","58298","60030","60094","63761","65834","69434","70237","72603","73303","76071","80427","81224","87409","92754","97364","104197","110390","117375","128644","140901","165889","188737","201820","216512","243702","286497","317509","347659","397070","478561","558105","675543","768035","805711","907567","1031924","1220566","1353006","1547400.2","1614523.95","1748460.8","1850684.3","2012453.59","2217714.31","2609505.6","2815033.22","3143528.48","3313289.95","3514491.11","3749477.74","3893020.63","4108362.58","4308351.38","4412356.37","4702230.12","4566511.1","",
"Low income","LIC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","5236","6287","7556","9229","11410","14143","17841","24690","40218","55904","71903","88293","105525","123729","143320","165776","193206","223976","258457","298474","347948","405078","471770","550488","696415","746741","857647","1082935","1093052","1203203","903895","954667","1108716","1139316","827401","750254","795420","506200","494500","497882","487501","531822","540310","544832","540329","546237.15","574511.2","593582.7","597414.25","620657.4","645893.2","647737.6","667292.68","687213.35","762144.75","783071.22","843598.07","852296.16","893048.99","907976.97","944553.39","971255.88","",
"Liechtenstein","LIE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","5","10","20","20","20","20","20","24","27","31","47","56","70","40","280","430","530","699","730","1030","1530","2030","2530","3130","3359","3632","3680","6570","3900","4420","3610","2651","3462","4003","4304","5652","8233","7474","7548.68","8058.14","11912.22","8839.76","30881.3","34220.3","36037.75","30974.22","28756.16","30921.46","34087.49","42118.9","50977.22","",
"Lower middle income","LMC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","281383","297158","310350","320926","338487","353343","374853","396108","433872","452577","475823","508386","537344","577923","637354","672731","725205","795948","916075","1013252","1159583","1281258","1403412","1566773","1690195","1836064","1944442","2225029","2449433","2670895","2806402","3095363","3475374","3656086","4015377","4396835","4717363","4834809","5036764","5641429","5930343","6592549","7201805.76","7981639.1","9501590.4","10923984.77","12154122.6","13475150.6","15781863.35","16967175.35","19404779.53","21566840.02","24393946.26","28662647.99","30510357.85","32665205.08","33716702.26","34916168.35","36464134.75","37367251.44","37885482.91","38298647.07","",
"Low & middle income","LMY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1285571","1131648","1112109","1249594","1433090","1596011","1796703","1827917","1879836","2132098","2150504","2515376","2722935","2620269","2868505","3124589","3201340","4030064","4376653","4430472","4877066","4976029","5347689","6008251","6926994","7887801","8708594","9984103","11345969","12451184","12630989","14383299","17604144.9","20927642.03","24026114","27374285","30068151","30238994","32492233","35624229.02","37678493","39862298","42773066.76","45502632.1","49576035.1","52921459.42","56305169.08","59364132.34","63365330.75","66865669.7","71168666.04","74631442.13","80688838.98","87602801.66","91930025.45","96223685.57","100287768.11","103623468.1","107212232.08","110779946.17","113645616.75","116626534.52","",
"Lesotho","LSO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","23","27","22","24","27","23","15","19","20","13","23","25","26","30","25","20","15","17","18","18","14","14","14","8","4","8","8","8","4","2","1","2","131","91","107.6","300.4","300.37","400.37","500.43","900.53","1001","1050","1801","2500.46","2550","2601","1501.3","",
"Late-demographic dividend","LTE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1064768","897796","865368","996876","1164529","1313403","1496798","1510712","1528750","1766863","1765549","2105686","2297228","2152143","2347466","2568873","2601013","3357795.5","3579790","3531962","3829812","3813157","4059865","4538474.5","5368051","6186364.21","6890479.1","7872131","9048332","9966177","10011191","11476068","14296785.9","17485660.2","20419102.96","23434863.7","25814475.38","25893942.19","27933910","30468731.84","32516485.66","34342211.62","36703713.85","38824941.06","41665701.41","43776050.83","46132604.38","48235767.28","50315973.58","52662081.09","54373925.34","56048417.29","59579529.1","62272592.42","64933474.01","66958232.52","70012973.39","72492355.86","74765980.56","77705461.45","80177829.79","82596096.6","",
"Lithuania","LTU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3899","2907","1874","1714","1537","1516","1516","1650","1996","2001","1750","2356","2697","2013","2224","3377","3008","3421.6","3190.99","3279.61","3581.96","4210.88","3835.8","4450.17","4392.74","3749.07","3744.43","4214.65","4480.45","5137.71","",
"Luxembourg","LUX","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","641","339","560","525","380","345","425","468","325","463","430","637","545","542","565","729","584","517.2","548.8","545.5","574.54","643.21","686.28","862.85","788.09","807.94","829.66","608.64","717.45","901.4","",
"Macao SAR, China","MAC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","4","10","16","22","28","35","41","47","53","59","65","76","85","91","98","105","117","128","180","160","148","154","158","159","415","659","741","1193","1463","2072","2084","2329","2161","2793","1889","1403","1670","1538","1718","2257","1161","1636","579","657","742.12","617","692.5","988","1189","1050","1150.1","1270.01","1266.9","1598.11","1618","2006.29","",
"Monaco","MCO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2935","2275","1212","1401","1067","1202","1129","815","1710","1709","2335","3408","5650","6300","6800","7500","7800","8200","8800","9000","9080","9080","11080","11246.05","12091.4","12163","12610","12680","12600","12905","",
"Madagascar","MDG","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","9","13","27","53","92","127","168","190","284","181","194","231","230","280","198","2640","2289","3295","4712","5075","8582","4503","5811","7980","8449","10413","10267","9603","10296","16534","14943","14486","9716","10886","10544","9987.5","12549","15440","22694.21","25998","28340","12768.06","14100.41","13550.45","16395.86","",
"Maldives","MDV","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","13871","15254","15185","17282","18812","17873","16430","15247","16444","17108","18861","20831","22806","24661","24176","25347","29021","33386","36458","40153","43979","48297","54006","57269","64142","80629","86914","93573","103775","109559","112076","105974","112637","101022","112531","132693","157331","155005","218219","297997","422223","448866","496886","588267","640497.4","724032","800847","875465.4","936168.12","973702.48","1232582.06","1312122.91","1401738.62","1500358.35","1558526.99","1629144.29","1898791.88","1976635.27","2205385.49","2268582.61","2271302.31","2267206.42","",
"Mexico","MEX","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","100","114","120","120","80","80","100","150","150","150","540","660","709","1984","1826","2840","2486","2960","4841","6766","8626","11089","12512","13679","10465","11230","13523","15907","17121","18249","22348","24972","26576","28068","31667","25580","31339","39500","41068","48443","53918","76063","73670","84470","104348","133131","154451","140062.25","159309.05","156956.64","126238","137128","143746.64","111499.75","194229.76","211621.64","221327.5","243307.32","247222.42","251242.01","278693.81","246913.71","",
"Marshall Islands","MHL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.61","0.2","5","5","2.27","0.07","9.66","0.12","",
"Middle income","MIC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1280335","1125361","1104553","1240365","1421680","1581868","1778862","1803227","1839617","2076190","2078693","2427173","2617597","2496732","2725285","2958880","3008185","3806154","4118196","4131935","4528833","4570347","4874995","5456519","6228701","7138426","7848558","8899376","10250085","11245490","11724529","13425609","16490455.9","19783847.03","23194364","26618384","29266624","29727442","31990693","35121626.02","37186462","39326998","42229152.76","44953343.1","49030103.1","52368897.27","55724032.88","58764581.64","62764639.5","66241813.3","70519934.44","73992271.2","80032456.6","86933184.11","91188293.39","95461719.66","99466534.72","102789136.7","106338245.42","109892630.21","112722689.7","115660736.96","",
"North Macedonia","MKD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","899","752","744","829","526","538","652","1170","1217","787","763","864","959","843","588","1041","1287","1540","1491","1368","1306","1340","1214","991","986","1508.4","1359.3","1955.5","1633.91","3169","",
"Mali","MLI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","10","12","17","13","13","31","40","52","100","100","60","60","60","80","30","500","1008","1008","1008","1008","1000","640","821","1355","2083","2083","987","2205.25","1953","2400","4194","3914","5327","6985","7686","8484","",
"Malta","MLT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","200","500","650","904","904","1552","1800","1950","2002","1746","1235","1116","887","868","736","7165","8589","6731","5619","6881","2954.72","7440","9077","8606","10800","13655.92","15720.7","19291.37","13823.69","19829.53","16433.24","",
"Myanmar","MMR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","80","110","140","180","230","290","350","430","520","620","730","860","1000","1160","1330","1520","1730","1970","2220","2500","2790","3120","3460","3840","3951","5054","5805","5493","5673","6947","7087","8822","25954","51676","64584","71700","71508","82740","81968","91114","98912","121266","190120","252010","400360","485220","574990","604660","675064","779296.4","852791","819156.4","888369","930780","964255.83","999630.03","1017644.28","1048863.26","1131706.06","1082152.79","1145018","929216.87","",
"Middle East & North Africa (excluding high income)","MNA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","4600","5200","5200","6000","7000","6200","5904","5610","5617","5928","6046","7205","8711","10378","11760","12906","16575","20033","23489","27870","32588","37034","42746","46245","52621","67666","74587","79392","88295","93714","95447","88519","97546","84265","94408","112819","134297","130045","192378","271331","393987","417899","466572","551758","604686","685363","754649","825907","885286.91","921906.23","1178757.87","1271344.77","1360284.5","1458271.75","1504445.89","1567466.29","1823268.69","1884344.82","2093144.52","2157471.78","2131443.09","2116463.18","",
"Montenegro","MNE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","354","361","614","565","740","840","811","811","859","813","929","1022","1097","1074","885","858","",
"Mongolia","MNG","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","11","16","21","23.58","24.53","26","31","42","42","42","42","42","42","41","41","",
"Mozambique","MOZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","17","20","20","15","15","12","10","116","36","4","0","0","0","0","0","2247","5639","1366","1782","1198","1528","1392","720","864","796","604","721","1179","1133","1180","1835","2654","2458","3162","3200","",
"Mauritania","MRT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","15","16","25","30","24","42","53","50","72","73","82","78","86","100","110","142","176","165","118","83","85","87","59","56","33","350","400","443","175","245","437.4","567.5","537.3","512","397.3","777.5","775.99","1021.32","1253.52","2069.6","3251.2","3298","2315.52","",
"Malawi","MWI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","7","14","32","49","70","82","107","143","123","180","188","203","215","217","197","223","223","255","225","226","240","231","229","590","530","568","642","666","733","812","1500","1500","1700","1620","2631","2833","3232","3705","4741.56","4974","7646.39","12216.8","9014","8262","9393","9948","",
"Malaysia","MYS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","7841","7911","9968","21941","21302","21508","26709","29211","29408","30802","34296","31287","32578","42867","51946","32071","34842","49737","59058","67206","125334","73262","57185","46528","67777","51875","52107","46486","47345","53647","52919","64845","79700","105241","114112","132745","109063","107984","133635","166974","167898","177021","183990","192160","202218","215834","228317","268508","354579","472502.3","581242.92","526692.5","634875.9","530701.8","521014.47","506965.2","407887.08","427515.53","391977.48","412281.04","400017.01","416978.41","",
"North America","NAC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","107396","105537","113061","125912","127114","135820","117494","130574","134509","120173","172272","169483","178191","175653","171622","222588","187850","178207","162833","142448","171931","234185","265146","272772","334173","332371","384869","400149","381279","401703","356943","411151","459230","469355","446842","478661","465722","520032","536165","592128","584495","633408","670945","713769","752588","668507","691596","678531","656875","637152","659040","566998","605296","597026","560921","613388.5","645462.5","631314","657547.39","677530.71","619541.61","640063.61","",
"Namibia","NAM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","20","22","57","66","67","67","62","62","65","70","70","88","142","192","192","273.5","360.5","605.6","665.6","695.64","532.13","679.35","671.56","647.34","625.73","525.2","506.93","342.48","388.96","320.72","321","",
"New Caledonia","NCL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","51","87","59","88","218","389","631","754","847","717","780","939","1061","1152","1596","1850","1765","1893","1918","1784","2290","2533","2365","1923","2106","1923","1223","1564","1666","1596","1659","1256","1588.25","1458.5","1617.3","1491.89","1477.88","1410.52","",
"Niger","NER","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","8","14","20","19","36","21","8","10","17","35","11","13","12","14","15","21","40","40","40","40","40","40","40","70","70","85","100","200","329","300","300","350","350","351.65","649","472","",
"Nigeria","NGA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2005","2173","2361","2547","2730","2904","3084","3265","3434","3613","3809","3993","4183","4407","4630","4860","5087","5329","5562","5782","6028","6283","6559","6842","6519","7892","5456","6002","10631","25840","7347","15365","17088","17090","15030","16619","19491","24297","20458","21737","25718","24398","30663","30677","43950","56355","84578","85087","143207","152796","200535","221128","253898","278706","313231","316727","306767","296191","291323","289543","261710.74","275645","",
"Nicaragua","NIC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","27","36","48","74","74","74","74","60","326","1068","2310","2504","3486","4790","4205","5435","5750","6089","7005","7880","9983","11220","11533","16078","18943","16972","15766","24351","26406.9","30566","24536","21182","24899","29473.4","29523.3","29489","31005.9","",
"Netherlands","NLD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","77600","85400","96500","89700","115800","110500","92400","85600","113600","105900","86000","95700","116200","113000","98719","112136","73330","109378","118535","97494","77052","109548","130371","119793","60319","116547","86496","99567","79163","108877","100997","51648","54105","71125","109379","83938","99871","98210","120094","108760","75231","57042","54429","66540","78598","71370","45553","56841","46995.7","55740.6","67040.1","43894.9","46224.4","46620","63084","62795","62185","52185","53485","46350","39940","40590","",
"Norway","NOR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1900","900","200","100","601","202","204","318","365","427","480","531","924","1172","2327","2517","3476","3932","5645","7377","7980","13042","15329","22712","25453","34617","49392","55379","88268","115191","150583","160705","131102","164499","218486","277615","321516","367617","410757","475932","491329","510748","551300","584422","636802","661877","712373","841560","848359","961839.85","1019801.94","1143893.34","1321119.2","1247865.08","1332497.02","1380890.06","1326216.18","1308633.8","1355116.8","1453042.39","1490412.05","1665112.05","",
"Nepal","NPL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","3","9","18","26","68","118","197","314","401","515","662","811","985","1192","1433","1714","2041","2271","1997","3265","4162","5435","5125","6836","9258","10314","10645","9532","9663","9918","10649","11977","12866","13028","15023","16570","17100","17680","20000","22480","25409","26679","27250","26730","28230","30950","34500","36020","43400","48000","49043","56157.1","65864","71252","76822","100854","",
"Nauru","NRU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0","0","0","0","0.8","0","0","0","0","0","1","0.1","0.3","0.3","0.3","0.3","0.5","0.3","0.5","0.5","",
"New Zealand","NZL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2800","1000","2600","1900","1900","2400","2300","1800","1800","1300","1400","1900","2900","2700","2538","2071","2658","1403","1838","2783","3220","2998","6533","9720","10945","11835","16977","19366","27751","26985","28600","48700","51500","52501","51256","70391","74800","76850","93807","91650","85640","76024","86583","84641","92220","105302","107524","111908","112358","104958","110592","117266","100161","97123","109873.85","91275.3","109016.2","116530","104549","114582","118582","116839","",
"OECD members","OED","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","699362","752083","855982","964606","960256","999453","1007880","1093973","1220520","1148108","1363396","1441381","1599755","1848201","2036637","2047565","2132605","2294959","2285361","2299271","2520861","2773505","2751006","2958759","3114912.45","3295911.45","3650702.99","3574697.23","3862257.96","3835458.06","3823226.04","3950035.6","4181104.99","4312708.85","4610710.04","4733499.5","4792291.75","5141913.51","5050468.1","5196197.77","5191383.09","5477176.7","5641725.15","5775817.96","6058398.29","6155135.96","6577673.14","6872217.19","6780079.84","6952991.45","6765310.95","6963695.31","7456864.89","7297264.1","7707199.42","7840193.26","8054498.44","8741536.31","8879587.58","9266748.32","9367654.2","9685513.07","",
"Oman","OMN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","352","515.4","218","114","96","121","118.4","127","157","168","353","282.4","170","103","77.25","451.45","1054","1307","1703","",
"Other small states","OSS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","56","66","69","83","105","113","135","175","201","262","249","426","815","1409","1983","3234","3417","4158","4557","5414","5872","7134","7786","8504","8752","8849","8684","7484","10836","16109","15145","22271.5","20031.5","19076.6","18186.7","21519.55","16846.76","23560.19","26692.25","27984.55","30789.8","42009.87","52421.02","55500.72","66643.81","81132.39","89874.13","",
