Country Name,Country Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Morocco,MAR,"2,793.00","1,889.00","1,403.00","1,670.00","1,538.00","1,718.00","2,257.00","1,161.00","1,636.00",579.00,657.00,742.12,617.00,692.50,988.00,"1,189.00","1,050.00","1,150.10","1,270.01","1,266.90","1,598.11"
Mozambique,MOZ,0.00,0.00,0.00,"2,247.00","5,639.00","1,366.00","1,782.00","1,198.00","1,528.00","1,392.00",720.00,864.00,796.00,604.00,721.00,"1,179.00","1,133.00","1,180.00","1,835.00","2,654.00","2,458.00"
Myanmar,MMR,"91,114.00","98,912.00","121,266.00","190,120.00","252,010.00","400,360.00","485,220.00","574,990.00","604,660.00","675,064.00","779,296.40","852,791.00","819,156.40","888,369.00","930,780.00","964,255.83","999,630.03","1,017,644.28","1,048,863.26","1,131,706.06","1,082,152.79"
Namibia,NAM,65.00,70.00,70.00,88.00,142.00,192.00,192.00,273.50,360.50,605.60,665.60,695.64,532.13,679.35,671.56,647.34,625.73,525.20,506.93,342.48,388.96
Nepal,NPL,"13,028.00","15,023.00","16,570.00","17,100.00","17,680.00","20,000.00","22,480.00","25,409.00","26,679.00","27,250.00","26,730.00","28,230.00","30,950.00","34,500.00","36,020.00","43,400.00","48,000.00","49,043.00","56,157.10","65,864.00","71,252.00"
Netherlands,NLD,"108,760.00","75,231.00","57,042.00","54,429.00","66,540.00","78,598.00","71,370.00","45,553.00","56,841.00","46,995.70","55,740.60","67,040.10","43,894.90","46,224.40","46,620.00","63,084.00","62,795.00","62,185.00","52,185.00","53,485.00","46,350.00"
New Caledonia,NCL,"1,850.00","1,765.00","1,893.00","1,918.00","1,784.00","2,290.00","2,533.00","2,365.00","1,923.00","2,106.00","1,923.00","1,223.00","1,564.00","1,666.00","1,596.00","1,659.00","1,256.00","1,588.25","1,458.50","1,617.30","1,491.89"
New Zealand,NZL,"91,650.00","85,640.00","76,024.00","86,583.00","84,641.00","92,220.00","105,302.00","107,524.00","111,908.00","112,358.00","104,958.00","110,592.00","117,266.00","100,161.00","97,123.00","109,873.85","91,275.30","109,016.20","116,530.00","104,549.00","114,582.00"
Nicaragua,NIC,"4,205.00","5,435.00","5,750.00","6,089.00","7,005.00","7,880.00","9,983.00","11,220.00","11,533.00","16,078.00","18,943.00","16,972.00","15,766.00","24,351.00","26,406.90","30,566.00","24,536.00","21,182.00","24,899.00","29,473.40","29,523.30"
Niger,NER,14.00,15.00,21.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,70.00,70.00,85.00,100.00,200.00,329.00,300.00,300.00,350.00,350.00,351.65
Nigeria,NGA,"21,737.00","25,718.00","24,398.00","30,663.00","30,677.00","43,950.00","56,355.00","84,578.00","85,087.00","143,207.00","152,796.00","200,535.00","221,128.00","253,898.00","278,706.00","313,231.00","316,727.00","306,767.00","296,191.00","291,323.00","289,543.00"
North Macedonia,MKD,"1,170.00","1,217.00",787.00,763.00,864.00,959.00,843.00,588.00,"1,041.00","1,287.00","1,540.00","1,491.00","1,368.00","1,306.00","1,340.00","1,214.00",991.00,986.00,"1,508.40","1,359.30","1,955.50"
Norway,NOR,"475,932.00","491,329.00","510,748.00","551,300.00","584,422.00","636,802.00","661,877.00","712,373.00","841,560.00","848,359.00","961,839.85","1,019,801.94","1,143,893.34","1,321,119.20","1,247,865.08","1,332,497.02","1,380,890.06","1,326,216.18","1,308,633.80","1,355,116.80","1,453,042.39"
Oman,OMN,0.00,0.00,0.00,0.00,352.00,515.40,218.00,114.00,96.00,121.00,118.40,127.00,157.00,168.00,353.00,282.40,170.00,103.00,77.25,451.45,"1,054.00"
Pakistan,PAK,"23,076.00","12,485.00","57,632.00","66,970.00","73,047.00","76,653.00","80,621.97","121,826.00","130,092.00","135,098.00","138,099.00","140,101.00","141,935.00","142,832.00","148,120.00","148,381.00","151,174.00","156,430.00","157,469.00","159,083.00","160,744.00"
Panama,PAN,"2,327.00","1,779.00","3,127.00","3,638.00","6,228.00","7,048.00","7,778.00","8,764.00","8,943.00","8,354.00","6,609.38","6,597.53","7,588.20","7,773.60","8,635.20","10,635.00","9,550.32","8,807.40","9,900.36","8,825.40","7,225.22"
Papua New Guinea,PNG,156.00,210.00,210.00,286.00,296.00,431.00,491.00,691.00,841.00,"1,123.00","1,372.00","1,688.00","1,871.00","3,025.00","4,125.00","4,625.00","5,680.00","5,655.00","6,001.10","6,021.10","6,051.00"
Paraguay,PRY,95.00,103.00,570.00,"1,000.00","1,300.00","2,100.00","2,120.00","2,250.00","2,350.00","2,450.00","2,600.00","2,957.42","4,929.06","5,400.00","6,450.00","7,500.00","8,481.00","8,500.00","10,781.00","11,536.00","12,750.00"
Peru,PER,"8,788.00","6,596.00","7,551.00","11,532.00","13,621.00","22,114.00","25,981.00","28,393.00","39,531.00","43,120.00","44,317.00","89,021.00","92,200.35","72,292.85","125,692.89","115,271.42","90,976.46","100,187.15","100,458.36","141,224.38","161,278.62"
Philippines,PHL,"1,048,679.00","1,100,902.00","1,220,456.00","1,338,394.00","1,448,504.00","1,717,028.00","1,895,848.00","2,092,274.00","2,214,785.00","2,407,698.10","2,477,392.44","2,545,967.00","2,608,120.00","2,541,965.00","2,373,386.00","2,337,605.00","2,348,159.00","2,200,912.25","2,237,787.00","2,304,360.74","2,358,238.38"
Poland,POL,"33,711.00","35,795.00","35,460.00","32,709.00","35,436.00","35,131.00","37,920.00","35,867.00","35,628.00","36,813.00","36,503.00","30,751.00","29,037.00","32,261.00","35,208.13","40,109.69","36,971.00","38,293.00","38,799.77","43,361.34","44,719.00"
Portugal,PRT,"6,268.00","7,537.00","8,209.00","8,288.00","8,033.00","6,700.00","6,696.00","7,894.00","7,416.00","7,352.00","6,728.10","8,224.58","9,165.39","10,317.80","10,067.21","11,338.95","9,562.88","9,787.24","12,508.74","13,991.17","13,690.77"
Puerto Rico,PRI,138.00,154.00,414.00,462.00,309.00,457.00,351.00,306.00,84.30,62.00,51.00,17.00,20.00,20.00,19.92,20.00,20.00,20.00,20.00,20.00,20.00
Qatar,QAT,0.00,0.00,1.00,0.00,0.00,0.00,11.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,56.00,56.00,10.00,10.00,10.00,10.00,22.00
Romania,ROU,"8,998.00","9,727.00","10,818.00","9,248.00","9,042.00","8,137.00","7,284.00","8,088.00","10,312.00","12,532.00","13,131.00","8,981.32","8,353.26","10,004.00","10,146.00","10,679.98","11,041.75","12,574.03","12,798.20","12,298.45","12,847.78"
Russian Federation,RUS,"71,615.00","77,132.00","90,449.00","101,483.00","108,751.00","110,018.00","114,997.00","106,343.00","105,803.00","115,680.00","117,310.00","120,998.00","129,651.00","146,455.00","155,540.00","163,600.00","154,050.00","173,981.00","186,544.00","204,032.00","248,293.00"
Rwanda,RWA,300.00,270.00,435.00,612.00,"1,027.00",386.00,34.15,30.20,60.20,60.25,60.30,100.30,265.33,505.98,"1,165.20","1,504.00","1,620.20","1,580.00","3,357.00","3,557.00","3,850.00"
Samoa,WSM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,5.00,5.00,5.00,4.60,3.73,5.56,13.34,10.00,10.12,12.93,13.30
Saudi Arabia,SAU,"5,620.00","6,004.00","8,218.00","6,744.00","11,824.00","11,172.00","14,375.00","15,586.00","18,410.40","22,340.00","26,441.85","26,374.00","16,076.00","12,737.00","9,266.00","23,880.00","30,000.00","39,945.00","55,025.00","72,025.00","75,562.80"
Senegal,SEN,155.00,104.00,105.00,109.00,98.00,52.00,54.00,45.00,45.00,54.00,71.00,79.60,334.67,399.30,706.80,"1,012.00","1,212.50","2,078.83","1,010.70","1,108.00","1,010.00"
Serbia,SRB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,013.05","6,608.80","7,533.72","7,440.44","8,195.33","7,628.95","7,661.19","5,935.54","7,168.37","7,387.00","6,877.66","5,069.65","7,338.70","6,806.77"
Seychelles,SYC,227.00,425.00,282.00,234.00,"1,084.00","1,175.00",772.00,704.00,368.00,289.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.00,0.00
Sierra Leone,SLE,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,50.00,50.00,75.00,75.00,75.00,75.00,75.00,75.00,85.00,85.00,85.00,100.00,100.00
Singapore,SGP,"4,029.00","5,112.00","4,443.00","5,027.00","5,024.00","5,406.00","5,917.00","8,573.00","4,503.00","3,518.00","3,567.00","3,498.87","4,335.79","4,232.31","5,566.11","5,262.32","6,896.30","6,112.35","5,833.81","5,701.66","5,831.39"
Slovak Republic,SVK,872.00,887.00,999.00,829.00,881.00,"1,180.00",955.00,"1,263.00","1,199.00","1,071.00",834.90,702.40,834.50,"1,310.56","1,106.20","1,230.66","1,308.63","2,168.65","2,646.26","2,224.41","2,687.54"
Slovenia,SVN,"1,206.00","1,181.00","1,262.00","1,289.00","1,353.00","1,571.00","1,346.00","1,369.00","1,352.00","1,315.00","1,306.60",778.40,"1,396.60","1,154.30","1,225.70","1,396.30","1,617.20","1,858.70","1,750.10","1,943.50","2,143.90"
Solomon Islands,SLB,13.00,15.00,15.00,6.00,400.00,"1,711.20","2,608.80","1,353.60",866.60,"1,160.20","4,029.80","7,105.00","7,218.60","6,992.40","11,815.00","12,165.40","12,203.00","10,583.50","4,783.50","5,523.50","5,604.00"
South Africa,ZAF,"4,148.00","2,819.00","2,830.00","4,105.00","6,602.00","5,954.00","5,895.00","6,037.00","5,669.00","5,421.00","4,982.00","5,147.60","5,343.28","5,926.53","6,613.00","7,222.00","6,730.40","8,094.27","6,338.32","7,991.55","9,224.32"
Spain,ESP,"320,469.00","311,429.00","311,591.00","257,249.00","271,279.00","301,981.00","225,029.00","297,891.20","287,985.40","255,291.24","271,567.37","256,785.65","277,253.83","269,595.67","229,307.64","288,009.88","296,571.97","290,484.09","318,143.00","356,903.01","311,041.81"
Sri Lanka,LKA,"3,900.00","4,420.00","3,610.00","2,651.00","3,462.00","4,003.00","4,304.00","5,652.00","8,233.00","7,474.00","7,548.68","8,058.14","11,912.22","8,839.76","30,881.30","34,220.30","36,037.75","30,974.22","28,756.16","30,921.46","34,087.49"
St. Kitts and Nevis,KNA,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.50,1.00,1.50,2.00,2.00
St. Lucia,LCA,137.00,1.00,29.00,18.00,22.00,6.00,15.00,10.24,10.39,7.04,12.36,20.90,21.80,27.90,44.30,36.20,26.10,32.44,27.45,60.00,119.72
St. Vincent and the Grenadines,VCT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.40,1.40,1.40,1.10,1.00,0.24
Sudan,SDN,"1,000.00","1,000.00","1,000.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,950.00","1,800.00","2,000.00","2,000.00","2,000.00","7,500.00","6,500.00","6,000.00","7,000.00","6,000.00","9,000.00","10,000.00","10,000.00"
Suriname,SUR,200.00,345.00,422.00,422.00,260.00,288.00,242.00,180.00,118.30,74.40,41.16,71.10,96.00,74.20,78.70,82.82,122.17,102.10,106.75,72.40,69.50
Sweden,SWE,"6,004.00","4,834.00","6,773.00","5,618.00","6,334.00","5,989.00","5,880.00","7,549.00","5,365.00","7,595.00","8,540.00","10,644.00","13,441.00","13,757.00","13,366.00","12,899.00","12,020.00","15,747.00","14,793.00","13,095.00","11,579.30"
Switzerland,CHE,"1,135.00","1,100.00","1,135.00","1,135.00","1,100.00","1,205.00","1,214.00","1,214.00","1,216.00","1,216.00","1,249.00","1,261.00","1,466.00","1,471.00","1,593.00","1,593.00","1,593.00","1,733.00","1,733.00","1,843.00","2,358.10"
Syrian Arab Republic,SYR,"6,079.00","6,797.00","5,880.00","5,988.00","7,217.00","8,692.00","8,533.00","8,902.00","8,425.00","8,595.00","8,697.00","8,610.00","7,500.00","6,200.00","4,000.00","3,000.00","2,500.00","2,500.00","2,350.00","2,225.00","2,250.00"
Tajikistan,TJK,74.00,86.00,99.00,143.00,167.00,26.00,26.00,26.00,26.00,26.00,255.10,517.20,537.00,274.80,403.90,443.60,450.00,439.00,470.00,512.00,736.00
Tanzania,TZA,"38,370.00","51,120.00","83,160.00","114,460.00","96,642.00","74,873.00","76,632.00","80,032.00","88,895.00","113,142.00","108,403.95","132,495.50","137,648.75","160,803.19","120,610.87","143,347.79","183,236.14","123,699.13","129,415.46","121,116.44","114,660.40"
Thailand,THA,"693,762.00","738,155.00","814,121.00","954,608.00","1,064,406.00","1,259,984.00","1,304,232.00","1,354,297.00","1,370,456.00","1,330,861.00","1,416,668.00","1,286,122.00","1,202,005.43","1,272,700.00","998,117.00","898,564.86","921,023.00","963,573.00","894,974.00","921,313.13","963,266.54"
Togo,TGO,20.00,20.00,20.00,30.00,30.00,35.00,50.00,50.00,50.00,107.00,107.00,100.00,20.00,20.00,23.00,25.00,58.00,98.00,132.00,290.00,"1,000.00"
Tonga,TON,4.00,77.00,70.00,67.00,72.00,33.00,81.00,5.00,5.50,302.61,300.20,300.30,300.30,300.00,132.04,87.31,57.41,21.03,70.00,80.00,90.00
Trinidad and Tobago,TTO,13.00,22.00,7.00,7.00,7.00,25.50,25.50,25.50,19.30,12.69,27.36,13.50,5.75,6.55,7.55,5.45,23.80,11.10,7.45,7.45,54.00
Tunisia,TUN,"1,095.00","1,553.00","1,868.00","1,980.00","2,086.00","2,308.00","2,603.00","2,855.00","3,662.00","3,756.00","4,720.00","5,447.00","8,406.00","9,197.00","11,935.00","11,663.00","14,584.00","17,593.00","21,930.00","21,826.20","22,913.20"
Turkiye,TUR,"63,000.00","79,031.00","67,244.00","61,165.00","79,943.00","94,450.00","119,567.00","129,333.00","140,743.00","152,896.00","159,639.00","167,721.00","188,890.00","212,805.00","233,863.60","235,133.00","240,334.00","253,395.00","276,502.00","314,537.00","373,356.00"
Turkmenistan,TKM,73.00,68.00,43.00,38.00,24.00,16.00,26.00,26.00,26.00,26.00,26.00,26.00,26.00,26.00,30.00,50.00,50.00,75.00,80.00,120.00,140.00
Tuvalu,TUV,0.00,0.00,0.00,0.00,5.00,1.00,1.00,1.00,1.00,0.00,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50
Uganda,UGA,475.00,820.00,"2,360.00","4,915.00","5,500.00","5,539.00","10,817.00","32,392.00","51,110.00","52,250.00","76,654.10","95,000.00","85,712.70","95,906.00","98,063.00","111,023.00","117,590.00","118,051.20","112,343.60","103,737.00","102,942.70"
Ukraine,UKR,"33,816.00","30,969.00","31,037.00","30,869.76","25,615.10","26,350.20","28,854.00","19,181.00","27,965.00","24,337.00","24,082.50","22,864.90","23,553.20","23,719.90","23,174.60","24,434.00","22,241.30","21,424.60","20,168.20","18,595.43","18,603.71"
United Arab Emirates,ARE,0.00,0.00,0.00,0.00,"2,300.00",570.00,590.00,610.00,644.00,"1,343.00",130.00,198.00,415.00,420.00,780.00,788.00,790.00,"2,684.90","3,255.00","3,230.00","3,240.00"
United Kingdom,GBR,"154,800.00","152,485.00","170,516.00","179,036.00","181,838.00","207,203.00","172,813.00","171,848.00","174,200.00","175,702.00","196,597.82","201,363.85","198,967.60","205,594.70","225,762.18","234,368.63","223,037.58","204,567.55","227,672.45","189,951.35","233,889.41"
United States,USA,"479,212.00","456,830.00","480,362.00","498,899.00","545,971.00","607,570.00","513,920.00","519,967.00","526,045.00","501,326.00","481,224.00","496,699.00","397,292.00","420,386.00","429,011.00","421,189.00","426,014.50","444,697.50","439,698.00","466,174.39","490,304.71"
Uruguay,URY,31.00,85.00,17.00,17.00,24.00,22.00,49.00,37.00,31.00,36.00,54.41,84.97,77.82,91.23,217.86,215.00,203.83,69.65,59.98,101.77,117.00
Uzbekistan,UZB,"6,056.00","5,652.00","3,988.00","3,824.00","3,118.00","3,093.00","3,800.00","3,800.00","4,000.00","4,100.00","5,162.00","6,654.00","8,722.30","14,832.90","23,835.20","29,275.80","36,896.40","38,054.70","52,450.00","57,384.00","81,717.00"
Vanuatu,VUT,0.00,0.00,0.00,0.00,0.00,1.00,1.00,33.00,31.00,40.00,36.75,104.50,57.00,60.38,66.78,65.70,11.54,15.71,17.05,16.20,16.18
Viet Nam,VNM,"413,468.00","513,517.00","603,098.00","718,041.00","952,502.00","1,213,617.00","1,452,300.00","1,672,727.00","2,100,400.00","2,477,450.00","2,571,080.00","2,701,317.00","2,860,990.00","3,104,501.00","3,221,095.00","3,355,234.00","3,475,449.61","3,581,579.03","3,831,777.53","4,162,822.50","4,500,719.00"
West Bank and Gaza,PSE,0.00,0.00,0.00,0.00,0.00,0.00,10.00,17.00,37.00,65.00,115.00,280.00,189.00,269.00,284.00,184.00,256.00,280.00,500.00,749.00,630.00
Yemen,YEM,0.00,0.00,0.00,0.00,0.00,0.00,380.00,300.00,300.00,150.00,150.00,150.00,150.00,100.00,3.00,3.00,5.00,5.00,5.00,10.00,10.00
Zambia,ZMB,"4,180.00","4,240.00","4,520.00","4,630.00","4,501.00","5,125.00","5,125.00","5,210.00","5,876.00","5,640.00","8,505.00","10,290.00","10,530.00","12,988.00","20,271.00","19,281.00","22,754.00","21,600.00","21,567.10","29,565.00","38,480.00"
Zimbabwe,ZWE,"1,203.00","2,151.00","2,285.00","2,263.00","2,650.00","3,005.00","2,502.00","2,500.00","2,550.00","5,252.00","5,352.00","5,482.00","15,282.00","16,091.00","20,092.00","21,393.69","21,177.81","21,500.85","17,909.06","18,759.33","20,356.01"
